Order_ID,Customer_ID,Order_Date,Product_ID,Product_Category,Product_Name,Unit_Price,Quantity,Discount,Payment_Method,Shipping_Method,Shipping_Cost,Order_Status,Customer_Age,Customer_Gender,Region,Customer_Rating,Ship_Date,City,Total_Amount
ORD0165,CUST5911,2024-08-09,PROD080,服飾,產品37,94.84,12.0,0.28,信用卡,快遞,41.45,處理中,53.0,男,,4.0,2024-08-17,台中,819.42
ORD0166,CUST6852,2024-01-27,PROD026,家居,產品13,836.13,18.0,0.0,貨到付款,標準,1.99,已取消,25.0,男,,,2024-01-28,彰化,15050.34
ORD0167,CUST2371,2023-04-25,,家居,產品47,324.18,13.0,0.01,貨到付款,標準,,已退貨,61.0,男,,5.0,2023-05-05,台東,4172.2
ORD0168,CUST2612,2024-01-23,PROD023,家居,產品11,190.59,5.0,,PayPal,標準,30.11,已完成,36.0,未指定,中部,1.0,2024-02-01,彰化,
ORD0169,CUST7843,2025-01-16,PROD085,電子產品,產品18,45.57,,0.05,PayPal,,48.95,處理中,64.0,未指定,北部,1.0,2025-01-20,台北,519.5
ORD0170,CUST5195,,PROD071,電子產品,產品1,,2.0,0.05,貨到付款,快遞,18.25,已完成,77.0,男,中部,1.0,,台中,
ORD0171,CUST7538,2024-11-23,PROD099,服飾,產品9,679.18,5.0,0.2,,快遞,,處理中,33.0,女,北部,4.0,2024-11-29,新竹,
ORD0172,CUST3621,2024-05-08,PROD051,服飾,產品14,21.5,,,信用卡,快遞,37.62,已取消,29.0,男,北部,4.0,,基隆,129.43
ORD0173,,2024-08-21,PROD063,服飾,產品15,514.53,12.0,0.3,信用卡,標準,39.64,已退貨,37.0,未指定,中部,4.0,2024-08-23,台中,4322.05
ORD0174,CUST2971,2024-07-16,PROD059,電子產品,產品32,230.36,16.0,0.07,貨到付款,標準,11.65,處理中,35.0,女,南部,5.0,2024-07-22,高雄,3427.76
ORD0175,CUST4803,2024-02-23,PROD038,家居,,646.95,8.0,0.09,行動支付,快遞,46.49,處理中,71.0,女,中部,2.0,2024-02-24,,4709.8
ORD0176,CUST2072,2023-05-27,,服飾,產品41,178.49,9.0,0.3,信用卡,快遞,43.37,已取消,29.0,未指定,北部,5.0,2023-05-28,新竹,1124.49
ORD0177,CUST8157,2023-01-02,PROD098,美妝,產品10,692.48,15.0,0.25,PayPal,,0.91,已完成,65.0,女,東部,4.0,2023-01-12,花蓮,7790.4
ORD0178,CUST1091,2023-01-22,PROD085,服飾,產品46,389.8,5.0,0.14,PayPal,,6.43,已退貨,42.0,,中部,3.0,2023-01-29,台中,1676.14
ORD0179,CUST7289,2024-12-05,PROD006,美妝,產品41,937.05,13.0,,行動支付,快遞,24.8,處理中,77.0,男,北部,2.0,2024-12-14,,10110.77
ORD0180,CUST5154,2024-07-22,PROD004,家居,產品38,141.83,5.0,0.25,行動支付,次日達,23.05,處理中,,未指定,中部,1.0,2024-07-31,彰化,531.86
ORD0181,CUST8332,2024-06-01,PROD044,服飾,產品24,344.36,11.0,0.14,PayPal,次日達,35.42,已退貨,28.0,,南部,5.0,,高雄,3257.65
ORD0182,CUST2987,2024-07-02,PROD067,家居,產品43,117.91,10.0,0.06,信用卡,次日達,4.49,已完成,,女,東部,2.0,2024-07-10,台東,1108.35
ORD0183,,,PROD064,家居,產品33,925.07,,0.25,,,32.24,已退貨,69.0,女,東部,3.0,2023-05-09,花蓮,13876.05
ORD0184,CUST1924,2024-02-13,PROD058,電子產品,產品8,,13.0,0.16,貨到付款,快遞,30.82,已完成,63.0,未指定,中部,,2024-02-21,台中,9587.21
ORD0185,CUST1845,2024-04-23,PROD065,服飾,產品5,261.65,9.0,0.05,PayPal,快遞,,已完成,51.0,未指定,北部,5.0,2024-04-29,台北,2237.11
ORD0186,CUST8389,2023-12-14,PROD005,家居,,661.68,14.0,0.15,PayPal,快遞,27.12,已取消,30.0,男,中部,,2023-12-15,台中,
ORD0187,CUST1172,2023-12-10,PROD046,電子產品,產品40,818.14,18.0,0.12,貨到付款,次日達,11.11,已取消,63.0,女,中部,1.0,2023-12-13,台中,12959.34
ORD0188,CUST1570,2023-07-25,PROD013,電子產品,產品7,557.42,15.0,0.26,,標準,7.35,,55.0,女,,4.0,2023-07-29,高雄,6187.36
ORD0189,CUST3860,2023-02-13,PROD098,家居,產品36,,10.0,0.04,PayPal,快遞,28.66,已完成,,男,東部,4.0,2023-02-20,花蓮,5107.2
ORD0190,CUST8086,2023-01-26,PROD090,電子產品,產品45,245.64,7.0,0.26,貨到付款,標準,48.87,處理中,56.0,男,東部,5.0,2023-01-29,花蓮,1272.42
ORD0191,CUST5845,2023-01-11,PROD061,家居,產品50,97.64,8.0,0.15,,快遞,11.85,處理中,53.0,女,,4.0,2023-01-16,台中,663.95
ORD0192,,2024-03-14,PROD004,,產品11,897.73,3.0,0.12,行動支付,快遞,17.77,已取消,45.0,男,東部,4.0,2024-03-21,台東,2370.01
ORD0193,CUST9734,2023-10-14,PROD032,美妝,產品48,900.92,15.0,0.05,信用卡,次日達,12.83,已退貨,44.0,女,南部,5.0,,高雄,12838.11
ORD0194,CUST4856,2025-02-08,PROD042,家居,產品26,634.94,16.0,0.21,信用卡,快遞,13.32,已取消,56.0,女,東部,5.0,2025-02-12,花蓮,8025.64
ORD0195,CUST9639,2023-08-10,PROD007,家居,產品3,342.33,4.0,,行動支付,次日達,20.21,,,女,南部,3.0,2023-08-18,台南,985.91
ORD0196,CUST1384,2025-02-04,PROD094,電子產品,產品37,352.46,6.0,0.11,貨到付款,次日達,35.09,已退貨,60.0,,南部,,2025-02-07,高雄,1882.14
ORD0197,CUST4420,2024-08-15,PROD052,,產品33,727.33,1.0,0.07,行動支付,標準,1.94,,57.0,男,,2.0,2024-08-17,花蓮,
ORD0198,CUST3416,2024-10-29,PROD011,家居,產品26,897.62,4.0,0.17,信用卡,次日達,47.86,,44.0,女,東部,1.0,2024-11-02,花蓮,2980.1
ORD0199,CUST8324,,PROD073,家居,產品20,,11.0,0.24,信用卡,標準,2.31,已取消,68.0,男,南部,1.0,2024-05-08,台南,
ORD0200,CUST7326,,,服飾,產品16,,,0.0,信用卡,快遞,44.06,已完成,48.0,男,北部,5.0,,基隆,9371.76
ORD0201,CUST9418,2024-03-07,PROD087,電子產品,產品2,643.82,5.0,0.19,信用卡,次日達,44.72,處理中,19.0,未指定,南部,5.0,2024-03-15,,2607.47
ORD0202,CUST2157,2024-03-14,PROD063,家居,產品49,,16.0,0.18,信用卡,標準,,處理中,70.0,未指定,南部,3.0,2024-03-23,高雄,1164.01
ORD0203,CUST6758,,PROD077,家居,產品6,165.82,13.0,0.1,,標準,,已完成,35.0,,,4.0,2024-06-11,花蓮,1940.09
ORD0204,CUST7492,2023-10-03,PROD008,家居,產品5,899.06,,0.14,行動支付,,28.26,處理中,,男,東部,5.0,2023-10-04,台東,10051.49
ORD0205,CUST5794,2025-02-03,PROD005,,,608.4,17.0,0.07,信用卡,標準,31.43,處理中,70.0,,南部,5.0,2025-02-04,,9618.8
ORD0206,CUST2868,2023-04-19,PROD054,電子產品,產品34,14.15,7.0,0.24,信用卡,快遞,42.89,已完成,59.0,未指定,中部,,2023-04-24,台中,75.28
ORD0207,CUST1383,2023-06-30,PROD073,電子產品,,105.96,,0.19,貨到付款,快遞,27.54,處理中,48.0,未指定,北部,4.0,2023-07-04,基隆,686.62
ORD0208,CUST9370,2023-11-19,PROD069,服飾,,665.18,13.0,0.16,PayPal,快遞,20.54,已取消,78.0,女,中部,,2023-11-28,彰化,7263.77
ORD0209,CUST4665,2023-07-21,PROD072,服飾,產品39,10.04,16.0,,信用卡,標準,41.91,已完成,55.0,男,南部,5.0,2023-07-25,台南,141.36
ORD0210,CUST6994,2023-09-26,PROD046,服飾,產品39,165.0,4.0,0.09,行動支付,次日達,49.05,已完成,73.0,男,東部,5.0,2023-09-30,花蓮,600.6
ORD0211,CUST6055,2024-07-14,PROD049,,產品40,550.99,8.0,0.25,貨到付款,,,已完成,39.0,未指定,南部,5.0,2024-07-23,台南,3305.94
ORD0212,CUST2276,2023-05-03,PROD088,,產品24,693.44,16.0,0.14,行動支付,次日達,43.72,已取消,,女,,1.0,2023-05-07,台中,
ORD0213,CUST2324,2023-04-27,PROD040,家居,產品12,653.7,10.0,0.15,行動支付,次日達,,已完成,36.0,未指定,北部,5.0,2023-04-30,台北,5556.45
ORD0214,,2023-01-31,PROD053,,產品41,228.15,12.0,0.16,行動支付,標準,34.49,已取消,31.0,女,中部,5.0,2023-02-07,,2299.75
ORD0215,CUST8518,2024-12-07,PROD058,美妝,產品33,713.62,12.0,0.13,PayPal,快遞,34.41,處理中,31.0,未指定,北部,,2024-12-14,基隆,7450.19
ORD0216,CUST5183,2024-08-16,,服飾,產品11,241.06,5.0,0.08,信用卡,,35.24,已完成,67.0,女,,,2024-08-22,彰化,1108.88
ORD0217,CUST4293,2025-03-20,PROD092,家居,產品15,328.77,16.0,0.04,PayPal,快遞,16.05,已退貨,46.0,未指定,東部,4.0,2025-03-22,台東,5049.91
ORD0218,,,PROD035,美妝,產品43,747.76,1.0,0.03,PayPal,次日達,,處理中,34.0,男,北部,4.0,2023-06-18,基隆,725.33
ORD0219,CUST9556,2023-12-18,PROD099,美妝,產品20,651.38,9.0,,信用卡,次日達,,,67.0,男,北部,1.0,2023-12-23,基隆,4514.06
ORD0220,CUST1131,2024-02-18,PROD036,家居,產品28,849.98,12.0,0.07,貨到付款,次日達,15.75,已退貨,67.0,未指定,東部,4.0,2024-02-25,台東,9485.78
ORD0221,CUST1757,2023-09-18,PROD002,電子產品,產品47,659.32,,0.02,,快遞,17.49,已取消,80.0,未指定,,3.0,2023-09-21,花蓮,3230.67
ORD0222,CUST3767,,PROD082,電子產品,產品35,570.47,20.0,0.24,信用卡,標準,38.11,,54.0,女,,,2024-06-03,彰化,
ORD0223,CUST4524,2024-05-07,PROD053,電子產品,,98.21,3.0,0.05,PayPal,快遞,29.14,,26.0,女,南部,3.0,2024-05-08,台南,279.9
ORD0224,CUST3521,2024-09-11,PROD029,電子產品,,370.88,5.0,0.19,行動支付,標準,7.46,已完成,18.0,女,北部,4.0,2024-09-15,台北,
ORD0225,CUST3970,2023-10-25,PROD089,電子產品,產品43,268.88,2.0,0.1,PayPal,快遞,41.88,已退貨,21.0,未指定,中部,1.0,2023-11-04,彰化,483.98
ORD0226,CUST2484,2024-04-26,PROD061,美妝,,247.77,14.0,0.04,,快遞,44.16,已取消,75.0,,東部,1.0,2024-04-27,花蓮,
ORD0227,,2023-08-24,PROD077,美妝,產品37,973.15,2.0,0.12,行動支付,標準,23.31,已退貨,24.0,未指定,東部,3.0,2023-08-29,,1712.74
ORD0228,CUST4733,2023-12-17,PROD002,美妝,產品48,396.13,13.0,0.0,PayPal,次日達,10.45,處理中,28.0,未指定,,4.0,2023-12-18,台東,5149.69
ORD0229,CUST3920,2023-05-28,PROD061,家居,產品40,892.59,7.0,0.25,PayPal,標準,47.38,已取消,31.0,女,東部,5.0,,,4686.1
ORD0230,CUST4650,2024-01-09,PROD082,服飾,產品45,632.98,10.0,0.15,PayPal,次日達,44.11,已退貨,59.0,男,南部,4.0,2024-01-10,高雄,5380.33
ORD0231,CUST6717,,PROD080,美妝,產品22,795.84,13.0,0.04,,次日達,12.22,處理中,36.0,女,南部,4.0,2024-11-15,高雄,9932.08
ORD0232,CUST9226,2023-10-05,PROD081,電子產品,產品7,505.12,16.0,0.07,貨到付款,次日達,,已完成,57.0,男,北部,1.0,2023-10-15,台北,7516.19
ORD0233,CUST5109,,PROD009,電子產品,產品17,579.02,14.0,0.13,貨到付款,快遞,22.03,,20.0,女,北部,2.0,2023-08-16,台北,7052.46
ORD0234,CUST1144,2023-12-16,PROD046,家居,產品7,495.06,11.0,0.06,信用卡,次日達,33.82,處理中,25.0,未指定,北部,5.0,2023-12-25,台北,5118.92
ORD0235,CUST4912,,PROD070,家居,,199.27,10.0,0.08,行動支付,標準,8.77,已退貨,46.0,女,中部,5.0,,台中,1833.28
ORD0236,CUST6420,2023-03-17,PROD029,電子產品,產品18,723.84,,0.16,信用卡,標準,25.66,已取消,67.0,男,,1.0,2023-03-21,基隆,3648.15
ORD0237,CUST9192,2023-01-29,PROD066,電子產品,產品1,284.37,4.0,,PayPal,次日達,21.27,已退貨,54.0,女,,4.0,2023-01-31,花蓮,853.11
ORD0238,,2023-04-19,PROD039,服飾,產品47,29.19,,0.12,信用卡,次日達,44.53,已退貨,69.0,,北部,1.0,2023-04-28,基隆,25.69
ORD0239,CUST1906,2023-09-09,PROD012,服飾,產品43,647.24,,0.22,信用卡,次日達,21.48,已完成,60.0,男,東部,4.0,2023-09-15,花蓮,3533.93
ORD0240,CUST8825,2023-07-09,,家居,產品16,181.23,9.0,0.26,信用卡,次日達,26.69,已取消,26.0,男,東部,2.0,2023-07-18,台東,1206.99
ORD0241,CUST2562,2024-10-10,PROD081,家居,產品44,940.76,8.0,0.06,貨到付款,快遞,47.76,已完成,36.0,男,南部,2.0,2024-10-12,台南,7074.52
ORD0242,CUST1271,2024-09-15,PROD034,服飾,產品46,954.16,,0.24,貨到付款,,14.98,已退貨,29.0,女,北部,,,台北,3625.81
ORD0243,CUST5562,2025-01-28,PROD038,,產品3,915.29,19.0,0.23,貨到付款,快遞,14.45,已取消,44.0,女,中部,4.0,,台中,13390.69
ORD0244,CUST2824,2024-11-19,PROD097,家居,產品38,373.31,10.0,0.11,貨到付款,快遞,39.98,已取消,54.0,未指定,南部,1.0,2024-11-23,台南,3322.46
ORD0245,CUST2182,2024-12-21,,,,20.38,11.0,,,標準,,已取消,,未指定,東部,1.0,2024-12-23,花蓮,156.93
ORD0246,CUST2115,2023-08-05,PROD062,美妝,產品25,928.68,15.0,0.08,信用卡,快遞,41.59,已完成,75.0,女,南部,,2023-08-09,高雄,
ORD0247,,2024-11-06,PROD072,家居,產品16,431.04,6.0,0.08,信用卡,標準,4.78,已退貨,42.0,女,東部,3.0,2024-11-13,台東,2379.34
ORD0248,CUST4474,2023-02-03,PROD057,美妝,產品47,966.82,15.0,0.23,信用卡,,5.56,已退貨,62.0,男,北部,5.0,,台北,11166.77
ORD0249,CUST5087,2024-12-26,,美妝,產品50,963.8,5.0,0.13,,次日達,,處理中,55.0,未指定,南部,1.0,2024-12-29,高雄,4192.53
ORD0250,CUST4040,2023-01-09,PROD048,電子產品,產品5,853.74,19.0,,行動支付,次日達,27.04,處理中,65.0,,中部,2.0,2023-01-11,彰化,14598.95
ORD0251,CUST9560,2024-06-06,PROD029,,產品17,297.98,19.0,0.05,行動支付,標準,35.94,已退貨,67.0,女,南部,1.0,2024-06-14,高雄,5378.54
ORD0252,CUST5297,2024-03-29,PROD011,美妝,產品12,388.17,10.0,0.23,PayPal,快遞,11.26,已取消,34.0,未指定,北部,1.0,2024-03-30,台北,2988.91
ORD0253,CUST2390,2025-03-18,PROD018,電子產品,產品23,851.88,12.0,0.24,貨到付款,次日達,8.31,已退貨,61.0,男,南部,1.0,2025-03-28,台南,7769.15
ORD0254,,2024-03-01,PROD020,美妝,產品23,320.34,4.0,0.17,PayPal,標準,,已退貨,76.0,女,南部,5.0,2024-03-02,台南,1063.53
ORD0255,CUST9572,,,電子產品,產品10,173.65,,0.29,信用卡,快遞,17.93,,50.0,女,東部,,2024-06-19,台東,2219.25
ORD0256,,2024-01-23,PROD003,電子產品,,559.02,16.0,0.1,行動支付,快遞,22.75,已退貨,56.0,未指定,中部,5.0,2024-01-28,台中,
ORD0257,CUST9385,2023-07-06,,服飾,產品26,936.47,8.0,0.07,行動支付,標準,1.4,處理中,31.0,男,,5.0,2023-07-07,台東,6967.34
ORD0258,CUST9053,2024-03-23,PROD006,家居,產品10,697.55,4.0,0.2,信用卡,快遞,,已退貨,45.0,女,南部,3.0,2024-03-29,台南,2232.16
ORD0259,CUST5420,2023-08-18,PROD046,,產品36,572.21,,0.23,貨到付款,次日達,38.52,已取消,35.0,男,南部,2.0,2023-08-22,台南,5287.22
ORD0260,CUST7191,2023-12-05,PROD051,服飾,產品28,,2.0,0.07,,,41.06,已取消,72.0,未指定,北部,1.0,2023-12-12,台北,189.14
ORD0261,CUST4932,2024-09-17,PROD034,服飾,產品49,616.93,4.0,0.02,信用卡,快遞,34.94,處理中,50.0,女,東部,1.0,2024-09-23,花蓮,2418.37
ORD0262,CUST2234,2024-02-19,PROD039,服飾,產品13,990.1,5.0,0.24,貨到付款,次日達,34.61,已完成,69.0,女,北部,1.0,2024-02-22,新竹,3762.38
ORD0263,CUST5172,2023-08-16,PROD014,家居,產品11,144.38,3.0,0.29,貨到付款,快遞,25.31,已完成,59.0,未指定,北部,,2023-08-17,台北,307.53
ORD0264,CUST8197,2024-05-28,PROD022,美妝,產品43,520.74,9.0,0.19,PayPal,標準,26.92,已取消,80.0,未指定,北部,4.0,2024-06-07,新竹,3796.19
ORD0265,CUST8348,,PROD045,美妝,產品30,,18.0,0.08,信用卡,快遞,37.13,已完成,32.0,男,南部,2.0,2023-06-16,高雄,14539.51
ORD0266,CUST9653,2023-01-14,,美妝,產品39,742.06,11.0,0.3,PayPal,次日達,12.37,已退貨,78.0,未指定,東部,1.0,2023-01-23,台東,5713.86
ORD0267,CUST9605,2024-03-25,PROD021,家居,產品34,698.53,3.0,0.27,PayPal,次日達,11.58,已完成,28.0,女,北部,4.0,2024-04-02,基隆,1529.78
ORD0268,CUST1399,2023-10-05,PROD005,美妝,產品2,703.97,2.0,0.15,信用卡,快遞,47.5,已取消,53.0,未指定,,4.0,2023-10-08,台中,1196.75
ORD0269,CUST5250,2023-04-24,PROD066,電子產品,產品16,362.69,9.0,0.25,行動支付,次日達,1.38,已取消,32.0,未指定,東部,4.0,2023-05-03,台東,2448.16
ORD0270,CUST4139,2023-09-09,PROD080,美妝,產品46,297.12,14.0,0.24,行動支付,次日達,6.97,已取消,,男,,,2023-09-17,,3161.36
ORD0271,CUST7355,2024-07-27,PROD021,電子產品,產品15,810.31,4.0,0.28,PayPal,快遞,,已完成,79.0,未指定,中部,4.0,2024-08-06,彰化,2333.69
ORD0272,CUST9037,2024-11-01,PROD090,美妝,產品10,811.06,9.0,0.25,行動支付,,36.89,已退貨,65.0,男,南部,1.0,2024-11-05,高雄,5474.65
ORD0273,CUST4245,,PROD008,美妝,產品16,867.74,13.0,0.19,信用卡,標準,26.89,處理中,47.0,女,南部,1.0,2024-10-18,高雄,9137.3
ORD0274,CUST1944,2025-02-24,PROD096,家居,,913.67,,0.18,貨到付款,次日達,17.75,處理中,75.0,男,南部,3.0,2025-03-06,台南,13485.77
ORD0275,CUST3057,2025-03-31,PROD009,,產品8,513.79,15.0,0.14,,,48.9,已退貨,32.0,未指定,中部,5.0,2025-04-07,彰化,6627.89
ORD0276,CUST9032,2023-11-01,PROD040,家居,產品14,504.01,10.0,0.19,貨到付款,次日達,35.19,已退貨,80.0,男,北部,4.0,2023-11-04,新竹,4082.48
ORD0277,CUST2944,2023-12-06,,美妝,產品26,799.3,16.0,0.24,行動支付,次日達,41.57,已取消,66.0,女,東部,5.0,2023-12-07,花蓮,9719.49
ORD0278,CUST8623,2023-07-26,PROD052,家居,產品28,651.71,12.0,0.29,PayPal,快遞,2.01,已完成,40.0,男,中部,5.0,2023-08-02,台中,5552.57
ORD0279,CUST4659,,PROD044,,產品8,703.46,20.0,0.14,信用卡,標準,11.8,已退貨,60.0,未指定,中部,5.0,2023-05-21,彰化,12099.51
ORD0280,CUST9340,2023-03-12,PROD097,電子產品,產品49,796.81,5.0,0.17,PayPal,次日達,18.71,已完成,67.0,女,東部,,2023-03-13,台東,3306.76
ORD0281,CUST1825,2024-07-02,PROD083,電子產品,產品48,890.56,2.0,0.13,PayPal,標準,9.13,已完成,77.0,男,東部,5.0,,花蓮,1549.57
ORD0282,CUST1793,2023-02-24,PROD025,電子產品,產品38,,10.0,0.2,PayPal,次日達,3.64,已完成,80.0,男,中部,,2023-02-28,台中,2730.48
ORD0283,CUST5800,2024-07-23,PROD062,電子產品,產品15,378.71,1.0,0.19,PayPal,快遞,11.25,處理中,65.0,女,,2.0,2024-08-02,台南,306.76
ORD0284,CUST3964,2023-10-19,PROD083,家居,產品12,98.51,,0.01,貨到付款,標準,26.68,已取消,76.0,未指定,北部,4.0,,基隆,
ORD0285,CUST6839,2023-10-20,PROD093,美妝,產品22,580.39,17.0,0.16,PayPal,標準,34.79,已退貨,32.0,女,中部,4.0,,台中,8287.97
ORD0286,CUST5301,2024-12-13,PROD053,服飾,產品35,40.76,16.0,0.03,信用卡,快遞,38.7,已完成,,女,南部,1.0,2024-12-19,高雄,632.6
ORD0287,CUST5812,2023-03-25,PROD066,電子產品,產品48,468.27,3.0,0.01,行動支付,次日達,2.15,已退貨,28.0,男,北部,1.0,2023-03-29,台北,
ORD0288,CUST2796,2023-01-16,PROD065,,產品21,544.93,14.0,0.24,行動支付,標準,21.4,已退貨,,女,北部,5.0,2023-01-20,基隆,5798.06
ORD0289,CUST9615,2024-02-10,PROD047,服飾,產品7,290.11,10.0,0.08,PayPal,次日達,6.11,已取消,35.0,未指定,東部,,2024-02-14,花蓮,2669.01
ORD0290,CUST2191,2024-10-09,PROD057,美妝,產品23,592.88,7.0,0.1,信用卡,次日達,21.56,已退貨,57.0,女,南部,4.0,2024-10-18,高雄,3735.14
ORD0291,CUST4600,2025-01-15,PROD065,家居,產品40,35.35,17.0,0.02,行動支付,快遞,21.7,已完成,48.0,男,中部,3.0,2025-01-21,,588.93
ORD0292,CUST9842,2024-12-04,PROD074,,產品27,42.16,6.0,0.05,,次日達,,處理中,26.0,,,1.0,2024-12-14,彰化,240.31
ORD0293,CUST9017,2023-10-03,PROD064,美妝,產品5,823.49,4.0,0.23,行動支付,標準,44.64,已取消,39.0,,南部,3.0,2023-10-12,台南,2536.35
ORD0294,CUST6625,2023-12-19,PROD060,電子產品,產品43,363.39,17.0,0.15,行動支付,次日達,40.25,已完成,28.0,男,中部,4.0,2023-12-24,台中,5250.99
ORD0295,,2024-06-27,PROD084,電子產品,產品16,131.43,9.0,0.26,行動支付,快遞,31.84,已退貨,,未指定,北部,1.0,,新竹,875.32
ORD0296,CUST5378,2023-11-25,,電子產品,產品32,524.63,4.0,0.12,信用卡,次日達,44.27,已退貨,50.0,,南部,4.0,2023-11-27,高雄,1846.7
ORD0297,CUST8935,2024-03-26,PROD072,,產品49,771.14,,0.08,行動支付,次日達,33.92,處理中,79.0,未指定,南部,1.0,2024-03-31,高雄,4966.14
ORD0298,CUST3832,2024-09-23,PROD077,美妝,產品49,219.74,2.0,0.1,貨到付款,快遞,,已取消,28.0,女,南部,4.0,2024-10-02,高雄,395.53
ORD0299,CUST7575,2024-06-06,PROD008,服飾,產品1,,17.0,0.21,信用卡,標準,,已退貨,56.0,未指定,北部,,2024-06-13,新竹,8390.8
ORD0300,CUST3101,2024-04-05,PROD082,電子產品,,89.92,,0.17,行動支付,,26.26,處理中,25.0,女,南部,2.0,2024-04-08,台南,597.07
ORD0301,CUST9780,2024-08-24,,電子產品,,,15.0,0.27,信用卡,次日達,,處理中,68.0,未指定,中部,1.0,2024-08-31,彰化,617.8
ORD0302,CUST2590,2024-03-20,PROD047,家居,產品12,533.7,15.0,0.18,行動支付,標準,0.98,處理中,74.0,未指定,,3.0,2024-03-26,高雄,6564.51
ORD0303,CUST6199,2023-09-10,PROD083,美妝,產品26,,8.0,0.15,,次日達,34.52,已完成,21.0,,南部,4.0,2023-09-19,高雄,3691.92
ORD0304,CUST4521,2024-03-29,PROD074,家居,產品46,639.24,16.0,0.24,信用卡,快遞,46.73,處理中,53.0,未指定,東部,3.0,2024-04-07,台東,7773.16
ORD0305,CUST5941,2023-02-01,,服飾,產品24,727.46,19.0,0.28,貨到付款,,35.7,處理中,36.0,未指定,南部,1.0,2023-02-10,台南,9951.65
ORD0306,CUST2102,2024-10-05,PROD077,美妝,產品37,975.97,11.0,0.11,信用卡,快遞,1.84,已取消,41.0,女,東部,3.0,2024-10-07,花蓮,9554.75
ORD0307,,2024-07-04,PROD079,家居,產品46,518.72,2.0,0.07,行動支付,次日達,18.89,,58.0,未指定,東部,4.0,2024-07-13,花蓮,964.82
ORD0308,CUST5978,2023-11-05,PROD047,服飾,,326.34,17.0,0.18,行動支付,快遞,40.48,已退貨,66.0,未指定,中部,5.0,2023-11-08,,4549.18
ORD0309,CUST1863,2023-04-27,PROD032,美妝,產品30,796.21,16.0,0.15,貨到付款,標準,47.93,已退貨,35.0,未指定,中部,2.0,2023-05-06,彰化,10828.46
ORD0310,CUST8782,2024-01-07,PROD040,服飾,產品1,274.48,15.0,0.3,PayPal,快遞,,已取消,50.0,男,,,2024-01-08,台南,2882.04
ORD0311,CUST6251,2023-01-06,PROD085,美妝,產品47,,,0.14,行動支付,標準,42.06,已退貨,63.0,女,東部,5.0,2023-01-14,花蓮,4939.1
ORD0312,CUST2028,2024-04-27,PROD061,服飾,產品19,83.06,15.0,0.02,PayPal,次日達,43.19,已退貨,53.0,女,中部,1.0,2024-05-07,彰化,1220.98
ORD0313,CUST9158,,,,產品30,30.22,4.0,0.29,行動支付,次日達,6.16,已取消,27.0,未指定,北部,3.0,2024-05-19,台北,85.82
ORD0314,CUST7421,2024-03-02,PROD083,服飾,產品6,962.84,16.0,0.25,貨到付款,,42.29,已完成,72.0,男,北部,3.0,2024-03-11,新竹,11554.08
ORD0315,,2024-02-08,,美妝,產品31,836.8,12.0,0.05,行動支付,快遞,16.21,已取消,31.0,男,中部,5.0,2024-02-15,,9539.52
ORD0316,CUST8207,2023-05-22,PROD011,美妝,產品21,697.49,4.0,0.27,信用卡,快遞,,已取消,,女,東部,5.0,2023-05-26,花蓮,2036.67
ORD0317,CUST9547,2023-08-13,PROD039,家居,產品12,411.91,3.0,0.1,貨到付款,快遞,26.95,處理中,29.0,女,東部,4.0,2023-08-17,花蓮,1112.16
ORD0318,CUST5618,2025-02-03,PROD057,美妝,,177.43,17.0,0.11,行動支付,標準,33.15,已退貨,39.0,男,北部,4.0,2025-02-07,台北,2684.52
ORD0319,,2024-10-06,PROD017,美妝,產品50,160.65,18.0,0.27,PayPal,標準,37.02,已退貨,78.0,男,南部,2.0,2024-10-11,高雄,2110.94
ORD0320,CUST1257,2024-04-08,PROD050,美妝,產品8,253.99,18.0,0.16,,標準,22.04,已退貨,44.0,男,東部,1.0,2024-04-09,台東,3840.33
ORD0321,CUST4523,2025-03-03,PROD085,美妝,產品14,551.48,17.0,0.04,,快遞,44.42,已完成,65.0,未指定,東部,1.0,2025-03-06,花蓮,9000.15
